scenario,strategy,replication,agv_id,min_soc,completed_tasks,charge_h,stops,traction_energy,delivered_kwh,detour_m
base_original,C1,1007,1,19.702303679381917,365,2.7511872500176167,0,4.38399999999999,7.023773704919819,20.0
base_original,C1,1007,2,19.7932992442268,363,1.2843825312832606,0,4.35799999999999,3.5103350377886597,10.0
base_original,C1,1007,3,19.953410943114932,361,1.633399026243374,0,4.333999999999991,3.5023294528442532,10.0
base_original,C1,1007,4,19.80174623371811,368,1.3829884816470295,0,4.417999999999989,3.5099126883140945,10.0
base_original,C1,1007,5,19.738452694388652,369,1.3011397649187286,0,4.429999999999987,3.5130773652805676,10.0
base_original,C2,1007,1,52.09397034604879,372,3.1595868262736273,0,5.4679999999998925,8.163634816031017,5020.0
base_original,C2,1007,2,73.990556851772,375,2.8474264546715733,0,5.463999999999892,7.045973926677641,4820.0
base_original,C2,1007,3,68.39768850820671,365,3.007902855815383,0,5.395999999999888,7.220329452844361,5080.0
base_original,C2,1007,4,53.15462593703337,356,3.4625054555791794,0,5.375999999999891,7.840968243869768,5520.0
base_original,C2,1007,5,67.34011936105566,358,3.3582006289362574,0,5.423999999999889,7.30584247167489,5640.0
base_original,C3,1007,1,52.09397034604879,369,3.1673079340751364,0,5.453999999999893,8.128259234421419,5130.0
base_original,C3,1007,2,71.81842162771339,370,2.7889786686237525,0,5.385999999999896,6.956307260010983,4730.0
base_original,C3,1007,3,67.79396649867083,371,3.017461303295202,0,5.463999999999888,7.300551675066582,5060.0
base_original,C3,1007,4,55.85507956705168,355,3.489020723146459,0,5.39599999999989,7.861107132758654,5680.0
base_original,C3,1007,5,67.34011936105566,361,3.3668572553604896,0,5.375999999999892,7.275105143058446,5220.0
base_original,C4,1007,1,52.09397034604879,368,3.142928434356769,0,5.511999999999887,8.189037012199206,5480.0
base_original,C4,1007,2,72.76844586674989,376,2.8996285427380957,0,5.45799999999989,7.040807260010982,4730.0
base_original,C4,1007,3,68.92063316533749,368,2.9851272284687242,0,5.413999999999894,7.243329452844363,4990.0
base_original,C4,1007,4,55.85507956705168,358,3.417360087784932,0,5.373999999999893,7.8575515772030915,5390.0
base_original,C4,1007,5,66.17067491661119,356,3.332735441643953,0,5.343999999999892,7.218410698613997,5360.0
base_original,C1,1008,1,19.766471360527216,360,1.3006209007309775,0,4.321999999999992,3.5116764319736395,10.0
base_original,C1,1008,2,19.705411320751875,364,1.2859903794289047,0,4.3699999999999894,3.5147294339624064,10.0
base_original,C1,1008,3,19.863540431982564,359,1.2304642029476744,0,4.3099999999999925,3.5068229784008715,10.0
base_original,C1,1008,4,19.75697252535429,354,1.3838705765657144,0,4.249999999999994,3.512151373732286,10.0
base_original,C1,1008,5,19.73953711318468,345,1.638386297004886,0,4.141999999999998,3.513023144340766,10.0
base_original,C2,1008,1,54.974804693860776,360,3.1142245544695224,0,5.3039999999999,7.8552319875293035,4920.0
base_original,C2,1008,2,74.34874465408559,364,2.7589065826917047,0,5.305999999999902,6.887515776132119,4690.0
base_original,C2,1008,3,53.777116231463,351,3.2179831616683376,0,5.2699999999999,7.734489645067646,5290.0
base_original,C2,1008,4,76.61778214867321,356,3.024107389779143,0,5.309999999999892,6.634012484843484,5190.0
base_original,C2,1008,5,79.17120377985178,351,3.058825074701761,0,5.283999999999892,6.600828699896419,5360.0
base_original,C3,1008,1,54.974804693860776,359,3.084862809117867,0,5.287999999999905,7.839009765307068,4900.0
base_original,C3,1008,2,73.33370674763823,361,2.7703124822595715,0,5.285999999999898,6.868534989518064,4770.0
base_original,C3,1008,3,56.48020709864947,353,3.2407558998450257,0,5.277999999999901,7.745545200623214,5210.0
base_original,C3,1008,4,76.06875778897026,353,2.9731514028332184,0,5.229999999999898,6.544706929287934,4970.0
base_original,C3,1008,5,77.05416405973234,356,3.083460412752422,0,5.32399999999989,6.648467836418917,5260.0
base_original,C4,1008,1,54.974804693860776,358,3.071006377302451,0,5.309999999999903,7.859148654195961,5070.0
base_original,C4,1008,2,73.33370674763823,363,2.7639808915175577,0,5.349999999999895,6.921534159191202,4970.0
base_original,C4,1008,3,56.48020709864947,350,3.2314556130883543,0,5.229999999999902,7.690461867289866,5150.0
base_original,C4,1008,4,76.06865865650123,358,2.9037829540130806,0,5.291999999999896,6.617262484843486,4980.0
base_original,C4,1008,5,76.3792187990799,353,3.064942812511614,0,5.2639999999998945,6.581939811007518,5140.0
base_original,C1,1009,1,19.82390275049186,355,1.299557356472373,0,4.261999999999994,3.508804862475407,10.0
base_original,C1,1009,2,19.768023185741136,350,1.3836528655086773,0,4.201999999999996,3.511598840712943,10.0
base_original,C1,1009,3,19.906099417751296,353,1.3809326007127032,0,4.237999999999995,3.504695029112435,10.0
base_original,C1,1009,4,19.8086814416784,345,1.3828518498618738,0,4.141999999999999,3.5095659279160802,10.0
base_original,C1,1009,5,19.8075983965444,358,1.4651360127526414,0,4.297999999999992,3.50962008017278,10.0
base_original,C2,1009,1,51.48320499321092,357,3.113598098168406,0,5.287999999999902,7.960388195808857,5020.0
base_original,C2,1009,2,58.36168795954756,358,3.035505918405372,0,5.283999999999901,7.550502770695904,4940.0
base_original,C2,1009,3,48.853876393560355,353,3.223191258900145,0,5.2779999999999,7.968750584668105,5210.0
base_original,C2,1009,4,57.23312368660072,347,3.367571448929712,0,5.2899999999998935,7.624732594582847,5630.0
base_original,C2,1009,5,70.62498470789835,346,3.103079902229818,0,5.237999999999893,6.753231191283992,5430.0
base_original,C3,1009,1,51.6522360838254,354,3.1243173762005654,0,5.285999999999899,7.966443751364417,5190.0
base_original,C3,1009,2,58.22255236077062,359,3.003988002104917,0,5.275999999999901,7.558515507379715,4840.0
base_original,C3,1009,3,51.188346144953954,352,3.244881171587193,0,5.3039999999998955,7.995306140223664,5400.0
base_original,C3,1009,4,57.10457566128993,347,3.3599842271785403,0,5.245999999999899,7.564433085203609,5410.0
base_original,C3,1009,5,70.22970024891494,349,3.077113809433367,0,5.173999999999903,6.674453413506209,4930.0
base_original,C4,1009,1,49.94704085085343,355,3.134628699293872,0,5.291999999999899,7.976249306919964,5160.0
base_original,C4,1009,2,59.46962749857207,358,2.9797712793428244,0,5.2819999999999006,7.5615432851575015,4930.0
base_original,C4,1009,3,51.188346144953954,351,3.130237503867953,0,5.285999999999897,7.959526513742544,5370.0
base_original,C4,1009,4,58.39701477501199,350,3.266058925179015,0,5.2599999999999,7.584454816805068,5300.0
base_original,C4,1009,5,70.23154314343272,347,3.1266189924703,0,5.215999999999895,6.730953413506204,5260.0
base_original,C1,1010,1,19.822222222221697,367,2.763797883004547,0,4.407999999999989,7.016289353335456,20.0
base_original,C1,1010,2,19.838060825993875,369,1.2835636494233336,0,4.429999999999988,3.5080969587003064,10.0
base_original,C1,1010,3,19.745857548958966,362,1.2325288149305447,0,4.34599999999999,3.512707122552052,10.0
base_original,C1,1010,4,19.687864355552552,337,1.4676352384722657,0,4.046000000000001,3.515606782222372,10.0
base_original,C1,1010,5,19.93347506325933,358,1.4625085711299541,0,4.297999999999992,3.5033262468370334,10.0
base_original,C2,1010,1,50.07656353494302,360,3.0636755184898847,0,5.3459999999999,7.936372380866227,5130.0
base_original,C2,1010,2,65.563702770692,361,2.9646973099683778,0,5.345999999999896,7.3225414031448555,5070.0
base_original,C2,1010,3,76.52581748457838,366,2.746449150123956,0,5.367999999999897,6.804497532776288,4880.0
base_original,C2,1010,4,76.37320648047462,357,3.0493002555611968,0,5.349999999999891,6.6639704142535345,5330.0
base_original,C2,1010,5,75.14014172992638,349,3.1783753034514493,0,5.245999999999897,6.7310762468371275,5290.0
base_original,C3,1010,1,52.80699071106939,359,3.1193560134647096,0,5.349999999999898,8.00067309516565,5210.0
base_original,C3,1010,2,66.03139415932753,358,2.9562766940775544,0,5.353999999999893,7.331587209370837,5290.0
